property_type,price,size,location,rooms,floor,title,seller_type,size_num,price_per_m2
3-комнатная квартира,83000000,104 м²,"Бостандыкский р-н, Абая 164/2 — Брусиловского",3,11/18,3-комнатная квартира · 104 м² · 11/18 этаж,Realtor,104.0,798076.9230769231
3-комнатная квартира,50000000,70 м²,"Нура р-н, Туран 55/16",3,4/9,3-комнатная квартира · 70 м² · 4/9 этаж,Realtor,70.0,714285.7142857143
3-комнатная квартира,40000000,78.5 м²,"Алатауский р-н, мкр Алгабас, Мкр Алгабас Шамшырак",3,1/2,3-комнатная квартира · 78.5 м² · 1/2 этаж,Realtor,78.5,509554.1401273885
3-комнатная квартира,33000000,67 м²,"Сарыарка р-н, Сокпакбаева 18",3,1/10,3-комнатная квартира · 67 м² · 1/10 этаж,Realtor,67.0,492537.3134328358
3-комнатная квартира,40000000,80 м²,"Наурызбайский р-н, Алтын орда — Мкр. “Алма Сити - 5”",3,3/5,3-комнатная квартира · 80 м² · 3/5 этаж,Realtor,80.0,500000.0
1-комнатная квартира,23500000,47.23 м²,"Турксибский р-н, Мкр. Кайрат — Бухтарминская",1,5/7,1-комнатная квартира · 47.23 м² · 5/7 этаж,Realtor,47.23,497565.10692356556
2-комнатная квартира,17000000,53 м²,Алатау 46,2,1/5,2-комнатная квартира · 53 м² · 1/5 этаж,Other,53.0,320754.71698113205
3-комнатная квартира,48000000,100 м²,"Алматы р-н, Байтурсынова — Байтурсынова Аманжолова",3,7/10,3-комнатная квартира · 100 м² · 7/10 этаж,Other,100.0,480000.0
3-комнатная квартира,20000000,56.7 м²,Ш.Калдаякова — Пересечение улиц Ш.Калдаякова и Есет -Батыра.,3,1/1,3-комнатная квартира · 56.7 м² · 1/1 этаж,Other,56.7,352733.68606701936
1-комнатная квартира,17700000,40.58 м²,"Наурызбайский р-н, Алтын Орда 7/1а",1,4/10,1-комнатная квартира · 40.58 м² · 4/10 этаж,Realtor,40.58,436175.4558896008
4-комнатная квартира,262000000,200 м²,"Медеуский р-н, мкр Самал-3, Назарбаева — Срочная продажа",4,5/7,4-комнатная квартира · 200 м² · 5/7 этаж,Realtor,200.0,1310000.0
3-комнатная квартира,32900000,80 м²,"Алматы р-н, Азербаева — Кордай",3,6/7,3-комнатная квартира · 80 м² · 6/7 этаж,Realtor,80.0,411250.0
3-комнатная квартира,75000000,123.2 м²,"Алматы р-н, Байтурсынова 27 — Нурмагамбетова",3,7/8,3-комнатная квартира · 123.2 м² · 7/8 этаж,Realtor,123.2,608766.2337662338
3-комнатная квартира,65000000,74.2 м²,"Бостандыкский р-н, Гагарина — Гагарина Сатпаева",3,5/9,3-комнатная квартира · 74.2 м² · 5/9 этаж,Realtor,74.2,876010.781671159
1-комнатная квартира,20000000,44.8 м²,"Алматы р-н, Кошкарбаева 46 — Жумабаева",1,9/12,1-комнатная квартира · 44.8 м² · 9/12 этаж,Realtor,44.8,446428.5714285715
1-комнатная квартира,20000000,45.6 м²,"Есильский р-н, К. Мухамедханова — Шоссе Коргалжын",1,11/12,1-комнатная квартира · 45.6 м² · 11/12 этаж,Realtor,45.6,438596.49122807017
3-комнатная квартира,15500000,68 м²,"Нура р-н, Умбетей жырау 1 — КАЗГЮА",3,2/4,3-комнатная квартира · 68 м² · 2/4 этаж,Realtor,68.0,227941.17647058822
4-комнатная квартира,89500000,93.3 м²,"Бостандыкский р-н, Абая",4,5/20,4-комнатная квартира · 93.3 м² · 5/20 этаж,Realtor,93.3,959271.1682743838
4-комнатная квартира,34000000,87 м²,"проспект Азаттык, 31. кв.10 31",4,5/9,4-комнатная квартира · 87 м² · 5/9 этаж,Other,87.0,390804.5977011494
2-комнатная квартира,36800000,46 м²,"Есильский р-н, Мангилик Ел 62",2,20/21,2-комнатная квартира · 46 м² · 20/21 этаж,Other,46.0,800000.0
3-комнатная квартира,37000000,57 м²,"Ауэзовский р-н, Жандосова — Саина Жандосова",3,1/4,3-комнатная квартира · 57 м² · 1/4 этаж,Other,57.0,649122.8070175438
3-комнатная квартира,28000000,63 м²,"Казыбек би р-н, мкр Юго-Восток, Мкр Гульдер 2 3",3,7/10,3-комнатная квартира · 63 м² · 7/10 этаж,Other,63.0,444444.44444444444
3-комнатная квартира,22000000,63 м²,"Сарыарка р-н, Биржан сал 2 — Магазин «Даулет»",3,5/5,3-комнатная квартира · 63 м² · 5/5 этаж,Other,63.0,349206.34920634923
2-комнатная квартира,18500000,38 м²,"Алматы р-н, Жумекен Нажимеденова 64",2,8/10,2-комнатная квартира · 38 м² · 8/10 этаж,Realtor,38.0,486842.1052631579
1-комнатная квартира,14800000,39.2 м²,"Сарыарка р-н, Бейбарыс Султан 25А",1,12/12,1-комнатная квартира · 39.2 м² · 12/12 этаж,Realtor,39.2,377551.02040816325
1-комнатная квартира,24500000,34.55 м²,"Есильский р-н, Е509 11",1,7/9,1-комнатная квартира · 34.55 м² · 7/9 этаж,Realtor,34.55,709117.2214182345
2-комнатная квартира,43000000,47 м²,"Есильский р-н, Бокейхана 16/1",2,2/9,2-комнатная квартира · 47 м² · 2/9 этаж,Realtor,47.0,914893.6170212766
3-комнатная квартира,120000000,141 м²,"Наурызбайский р-н, Ер Тостык 3 — Санаторий Алатау Swiss hotel and resort",3,4/4,3-комнатная квартира · 141 м² · 4/4 этаж,Realtor,141.0,851063.8297872341
2-комнатная квартира,28500000,72.1 м²,"р-н Байконур, Сембинова 7 — ГОРЯЧАЯ ЦЕНА!!! проспект Абая",2,4/13,2-комнатная квартира · 72.1 м² · 4/13 этаж,Realtor,72.1,395284.3273231623
2-комнатная квартира,31790000,61 м²,"Сарыарка р-н, Чингиз Айтматов 77/7",2,3/12,2-комнатная квартира · 61 м² · 3/12 этаж,Realtor,61.0,521147.54098360654
2-комнатная квартира,32000000,56 м²,"Алатауский р-н, мкр Нуркент 11 — Б. Момышулы Т. Рыскулова",2,2/6,2-комнатная квартира · 56 м² · 2/6 этаж,Realtor,56.0,571428.5714285715
3-комнатная квартира,40000000,83 м²,"Алатауский р-н, мкр Саялы — Ақ-Қайнар",3,3/5,3-комнатная квартира · 83 м² · 3/5 этаж,Realtor,83.0,481927.7108433735
3-комнатная квартира,27000000,69 м²,Сатпаева 6,3,9/9,3-комнатная квартира · 69 м² · 9/9 этаж,Other,69.0,391304.347826087
1-комнатная квартира,50000000,34.6 м²,"Медеуский р-н, Кунаева 130/31 — На пересечений улицы кунаева-жамбыла",1,1/5,1-комнатная квартира · 34.6 м² · 1/5 этаж,Other,34.6,1445086.705202312
3-комнатная квартира,44000000,84.9 м²,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла — Просп. Абая - просп. Алатау",3,6/9,3-комнатная квартира · 84.9 м² · 6/9 этаж,Realtor,84.9,518256.77267373377
3-комнатная квартира,36800000,78 м²,"Алматы р-н, Кордай 75 — Айнаколь",3,4/14,3-комнатная квартира · 78 м² · 4/14 этаж,Realtor,78.0,471794.8717948718
2-комнатная квартира,34500000,65.1 м²,"Алатауский р-н, мкр Аккент, Мкр. Аккент 5",2,8/9,2-комнатная квартира · 65.1 м² · 8/9 этаж,Realtor,65.1,529953.9170506913
3-комнатная квартира,50000000,138 м²,"Наурызбайский р-н, мкр Шугыла, Жуалы — Мкр. Калкаман",3,8/16,3-комнатная квартира · 138 м² · 8/16 этаж,Realtor,138.0,362318.84057971014
3-комнатная квартира,51500000,89 м²,"Турксибский р-н, Сейфуллина 51",3,1/10,3-комнатная квартира · 89 м² · 1/10 этаж,Realtor,89.0,578651.6853932585
2-комнатная квартира,40000000,65.61 м²,"Есильский р-н, Нарикбаева 6",2,10/13,2-комнатная квартира · 65.61 м² · 10/13 этаж,Realtor,65.61,609663.1611034903
2-комнатная квартира,30500000,44.3 м²,"Ауэзовский р-н, мкр №9, №9 ш/а. — Шаляпина Берегового",2,1/4,2-комнатная квартира · 44.3 м² · 1/4 этаж,Realtor,44.3,688487.5846501129
2-комнатная квартира,37000000,60 м²,Чингиза Айтматова 77/6,2,5/12,2-комнатная квартира · 60 м² · 5/12 этаж,Realtor,60.0,616666.6666666666
1-комнатная квартира,12480000,31.2 м²,"Нура р-н, Айтматова — Молдагалиевой",1,5/12,1-комнатная квартира · 31.2 м² · 5/12 этаж,Realtor,31.2,400000.0
3-комнатная квартира,78500000,108 м²,"Наурызбайский р-н, Аскарова Асанбая 21 — Президентский парк ул.Аскарова Садыкова",3,9/9,3-комнатная квартира · 108 м² · 9/9 этаж,Realtor,108.0,726851.8518518518
2-комнатная квартира,32500000,50.9 м²,"Есильский р-н, Анет баба 8",2,11/13,2-комнатная квартира · 50.9 м² · 11/13 этаж,Realtor,50.9,638506.8762278978
2-комнатная квартира,21000000,45 м²,"Сарыарка р-н, Республики 5 — Мкрн ""Самал"", напротив магазина ""Есиль""",2,5/5,2-комнатная квартира · 45 м² · 5/5 этаж,Realtor,45.0,466666.6666666667
2-комнатная квартира,18500000,48.5 м²,"р-н Байконур, Жанибек Тархан 5",2,2/6,2-комнатная квартира · 48.5 м² · 2/6 этаж,Realtor,48.5,381443.2989690722
3-комнатная квартира,59800000,98.3 м²,"Есильский р-н, Култегин 11",3,1/10,3-комнатная квартира · 98.3 м² · 1/10 этаж,Realtor,98.3,608341.8107833164
1-комнатная квартира,18500000,43.3 м²,"Сарыарка р-н, Тлендиева 50/1 — Коктал 2 (Тлендиева-Улытау)",1,6/9,1-комнатная квартира · 43.3 м² · 6/9 этаж,Realtor,43.3,427251.7321016167
2-комнатная квартира,32000000,62.3 м²,"мкр Жеруйык, Кусан Нарембаева 17/4",2,3/3,2-комнатная квартира · 62.3 м² · 3/3 этаж,Other,62.3,513643.6597110755
1-комнатная квартира,25500000,45 м²,Каирбекова 453 — Каирбекова,1,2/4,1-комнатная квартира · 45 м² · 2/4 этаж,Other,45.0,566666.6666666666
3-комнатная квартира,30000000,68 м²,"мкр Водник-1, Водник 3 — За Шинаром",3,2/5,3-комнатная квартира · 68 м² · 2/5 этаж,Other,68.0,441176.4705882353
3-комнатная квартира,115000000,129 м²,"Алматы р-н, Амман 2а",3,1/6,3-комнатная квартира · 129 м² · 1/6 этаж,Other,129.0,891472.8682170543
2-комнатная квартира,17500000,43 м²,"Ульбинский, Казахстан 31",2,5/5,2-комнатная квартира · 43 м² · 5/5 этаж,Other,43.0,406976.74418604653
2-комнатная квартира,35800000,69.8 м²,"Казыбек би р-н, мкр Юго-Восток, Муканова 51",2,2/5,2-комнатная квартира · 69.8 м² · 2/5 этаж,Other,69.8,512893.98280802293
3-комнатная квартира,45500000,64 м²,"Алмалинский р-н, Муратбаева 14 — макатаева",3,12/13,3-комнатная квартира · 64 м² · 12/13 этаж,Other,64.0,710937.5
2-комнатная квартира,30000000,69.1 м²,Ткачёва 16,2,9/9,2-комнатная квартира · 69.1 м² · 9/9 этаж,Other,69.1,434153.4008683068
3-комнатная квартира,51900000,79 м²,"Ауэзовский р-н, Тастак-1 м-н 348/1 — Райымбека",3,4/13,3-комнатная квартира · 79 м² · 4/13 этаж,Realtor,79.0,656962.0253164558
2-комнатная квартира,33500000,51 м²,"Турксибский р-н, Сейфуллина — Майборады",2,3/10,2-комнатная квартира · 51 м² · 3/10 этаж,Realtor,51.0,656862.7450980392
2-комнатная квартира,44400000,52 м²,"Алматы р-н, Калдаякова 3",2,6/21,2-комнатная квартира · 52 м² · 6/21 этаж,Other,52.0,853846.1538461539
3-комнатная квартира,36800000,72 м²,"Есильский р-н, Сауран 4 — Сауран Достык",3,9/9,3-комнатная квартира · 72 м² · 9/9 этаж,Realtor,72.0,511111.1111111111
4-комнатная квартира,77000000,93 м²,"Есильский р-н, Туран 40/1",4,4/10,4-комнатная квартира · 93 м² · 4/10 этаж,Realtor,93.0,827956.9892473118
3-комнатная квартира,43000000,110.2 м²,"р-н Байконур, Сембинова 7",3,4/13,3-комнатная квартира · 110.2 м² · 4/13 этаж,Other,110.2,390199.6370235935
3-комнатная квартира,81700000,179 м²,"Алматы р-н, Кенесары 69а",3,9/17,3-комнатная квартира · 179 м² · 9/17 этаж,Realtor,179.0,456424.5810055866
1-комнатная квартира,10082000,50.41 м²,"14 2 — Жк Отырар сити, Тиумфальная арка",1,7/7,1-комнатная квартира · 50.41 м² · 7/7 этаж,Other,50.41,200000.0
3-комнатная квартира,65000000,73.2 м²,"Алмалинский р-н, Толе би 189/3 — Гагарина",3,1/13,3-комнатная квартира · 73.2 м² · 1/13 этаж,Realtor,73.2,887978.1420765027
2-комнатная квартира,30000000,67 м²,"Сарыарка р-н, Тілендиева 44/1 327",2,5/10,2-комнатная квартира · 67 м² · 5/10 этаж,Other,67.0,447761.19402985077
1-комнатная квартира,17927000,39.4 м²,"Нура р-н, Культегин — бульвар Green Line",1,2,1-комнатная квартира · 39.4 м² · 2 этаж,Other,39.4,455000.0
4-комнатная квартира,28000000,86.4 м²,"Алихана Бокейханова р-н, Майкудук, Мкр Голубые пруды 11",4,3/5,4-комнатная квартира · 86.4 м² · 3/5 этаж,Other,86.4,324074.07407407404
3-комнатная квартира,54540000,112 м²,Пушкина 157,3,1/5,3-комнатная квартира · 112 м² · 1/5 этаж,Other,112.0,486964.28571428574
1-комнатная квартира,17927000,39.4 м²,"Нура р-н, Культегин — бульвар Green Line",1,2,1-комнатная квартира · 39.4 м² · 2 этаж,Other,39.4,455000.0
4-комнатная квартира,28000000,86.4 м²,"Алихана Бокейханова р-н, Майкудук, Мкр Голубые пруды 11",4,3/5,4-комнатная квартира · 86.4 м² · 3/5 этаж,Other,86.4,324074.07407407404
3-комнатная квартира,54540000,112 м²,Пушкина 157,3,1/5,3-комнатная квартира · 112 м² · 1/5 этаж,Other,112.0,486964.28571428574
3-комнатная квартира,33900000,75.3 м²,"Сарыарка р-н, Косшыгулулы 10/1 — 10 поликлиника ЦОН ТД «Северный»",3,9/15,3-комнатная квартира · 75.3 м² · 9/15 этаж,Realtor,75.3,450199.203187251
2-комнатная квартира,74000000,81.5 м²,"Алмалинский р-н, Масанчи",2,9/16,2-комнатная квартира · 81.5 м² · 9/16 этаж,Realtor,81.5,907975.4601226994
2-комнатная квартира,43900000,55 м²,"Бостандыкский р-н, Жандосова",2,12/18,2-комнатная квартира · 55 м² · 12/18 этаж,Realtor,55.0,798181.8181818182
3-комнатная квартира,59000000,86 м²,"Есильский р-н, Асфендиярова 12",3,3/12,3-комнатная квартира · 86 м² · 3/12 этаж,Realtor,86.0,686046.5116279069
2-комнатная квартира,39000000,55 м²,"Ауэзовский р-н, мкр Жетысу-3, Жетысу — Абая-Момышулы",2,1/9,2-комнатная квартира · 55 м² · 1/9 этаж,Realtor,55.0,709090.9090909091
1-комнатная квартира,21900000,40 м²,"Нура р-н, Чингиза Айтматова 33 — ул. Сыганак",1,9/10,1-комнатная квартира · 40 м² · 9/10 этаж,Realtor,40.0,547500.0
1-комнатная квартира,34700000,40 м²,"Алатауский р-н, Бауыржана Момышулы — Монке би",1,11/12,1-комнатная квартира · 40 м² · 11/12 этаж,Realtor,40.0,867500.0
2-комнатная квартира,25000000,57.9 м²,"Алматы р-н, Жургенова 27/1 — Дом находится прямо перед 74 школой гимназии",2,10/10,2-комнатная квартира · 57.9 м² · 10/10 этаж,Realtor,57.9,431778.9291882556
2-комнатная квартира,23900000,54 м²,"р-н Байконур, Абая — Налоговый департамент по Алматинскому району",2,15/25,2-комнатная квартира · 54 м² · 15/25 этаж,Realtor,54.0,442592.5925925926
2-комнатная квартира,35500000,59 м²,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла",2,9/10,2-комнатная квартира · 59 м² · 9/10 этаж,Realtor,59.0,601694.9152542372
4-комнатная квартира,63500000,93 м²,"Турксибский р-н, Сейфуллина 18/1 — Спортивно оздоровительный комплекс Абылай Хан",4,3/5,4-комнатная квартира · 93 м² · 3/5 этаж,Realtor,93.0,682795.6989247312
2-комнатная квартира,24000000,44.9 м²,"Турксибский р-н, мкр 16-й военный городок, Суюнбая 292/3",2,4/5,2-комнатная квартира · 44.9 м² · 4/5 этаж,Other,44.9,534521.158129176
3-комнатная квартира,17000000,57 м²,"Сатпаева 22 4 — Рядом с 23,26,36 школой и 21,23 садики",3,3/5,3-комнатная квартира · 57 м² · 3/5 этаж,Other,57.0,298245.6140350877
3-комнатная квартира,56000000,66 м²,"Алатауский р-н, мкр Гажайып, Бауыржана Момышулы — Монке би",3,4/12,3-комнатная квартира · 66 м² · 4/12 этаж,Realtor,66.0,848484.8484848485
1-комнатная квартира,26000000,34 м²,"Ауэзовский р-н, мкр Сайран, Утеген батыр 73 — Кабдолова",1,2/5,1-комнатная квартира · 34 м² · 2/5 этаж,Realtor,34.0,764705.8823529412
2-комнатная квартира,24000000,56.15 м²,"Сарыарка р-н, Кенесары стр. 6 — Кенесары - Шевченко",2,10/10,2-комнатная квартира · 56.15 м² · 10/10 этаж,Realtor,56.15,427426.536064114
4-комнатная квартира,99500000,104 м²,"Алмалинский р-н, Богенбай батыра — Уг. Шагабутдинова",4,1/5,4-комнатная квартира · 104 м² · 1/5 этаж,Realtor,104.0,956730.7692307692
3-комнатная квартира,57000000,65 м²,"Бостандыкский р-н, мкр Казахфильм",3,1/5,3-комнатная квартира · 65 м² · 1/5 этаж,Realtor,65.0,876923.0769230769
1-комнатная квартира,18500000,38 м²,"Алматы р-н, Байтурсынова 49",1,6/7,1-комнатная квартира · 38 м² · 6/7 этаж,Realtor,38.0,486842.1052631579
2-комнатная квартира,16800000,48.3 м²,"Сарыарка р-н, Затаевича 16",2,1/5,2-комнатная квартира · 48.3 м² · 1/5 этаж,Realtor,48.3,347826.0869565218
3-комнатная квартира,31000000,63.25 м²,Богембайулы 32 — За ТД Avenue,3,5/9,3-комнатная квартира · 63.25 м² · 5/9 этаж,Other,63.25,490118.5770750988
2-комнатная квартира,32700000,53 м²,"Ауэзовский р-н, мкр Аксай-1А — Толе би - Яссауи",2,2/9,2-комнатная квартира · 53 м² · 2/9 этаж,Realtor,53.0,616981.1320754717
2-комнатная квартира,29000000,42.9 м²,"Ауэзовский р-н, мкр №3 40 — Саина Улугбека",2,1/4,2-комнатная квартира · 42.9 м² · 1/4 этаж,Realtor,42.9,675990.675990676
3-комнатная квартира,36000000,94 м²,"Нура р-н, Чингиза Айтматова 46/1",3,7/9,3-комнатная квартира · 94 м² · 7/9 этаж,Realtor,94.0,382978.72340425535
3-комнатная квартира,60000000,66 м²,"Медеуский р-н, Халиулина 140/5",3,6/6,3-комнатная квартира · 66 м² · 6/6 этаж,Realtor,66.0,909090.9090909091
1-комнатная квартира,24000000,35.8 м²,"Алатауский р-н, Северное кольцо",1,4/9,1-комнатная квартира · 35.8 м² · 4/9 этаж,Realtor,35.8,670391.061452514
3-комнатная квартира,56500000,75.1 м²,"Алмалинский р-н, Райымбека — Райымбека - Ауезова",3,14/15,3-комнатная квартира · 75.1 м² · 14/15 этаж,Realtor,75.1,752330.2263648469
2-комнатная квартира,70000000,70 м²,"Бостандыкский р-н, Сатпаева",2,5/16,2-комнатная квартира · 70 м² · 5/16 этаж,Realtor,70.0,1000000.0
3-комнатная квартира,27500000,71 м²,"7-й микрорайон, 7 мкрн. — Чкалова",3,1/6,3-комнатная квартира · 71 м² · 1/6 этаж,Other,71.0,387323.94366197183
3-комнатная квартира,22000000,66 м²,Молдагуловой 42 — проспект Алии Молдагуловой и проспект Санкибай батыра,3,6/9,3-комнатная квартира · 66 м² · 6/9 этаж,Other,66.0,333333.3333333333
4-комнатная квартира,126000000,143.8 м²,"Алмалинский р-н, Муканова 159",4,2/12,4-комнатная квартира · 143.8 м² · 2/12 этаж,Realtor,143.8,876216.9680111265
3-комнатная квартира,55000000,85 м²,"Алмалинский р-н, Брусиловского 159 — Брусиловского-Кулымбетова",3,15/19,3-комнатная квартира · 85 м² · 15/19 этаж,Realtor,85.0,647058.8235294118
3-комнатная квартира,36000000,54 м²,"Алатауский р-н, мкр Дарабоз 87 — Момышулы",3,2/12,3-комнатная квартира · 54 м² · 2/12 этаж,Realtor,54.0,666666.6666666666
2-комнатная квартира,27500000,52 м²,"Турксибский р-н, Белградская 8 — Возле вокзала Алматы 1",2,5/5,2-комнатная квартира · 52 м² · 5/5 этаж,Realtor,52.0,528846.1538461539
2-комнатная квартира,32000000,50 м²,"Жетысуский р-н, Райымбека 255",2,9/12,2-комнатная квартира · 50 м² · 9/12 этаж,Realtor,50.0,640000.0
1-комнатная квартира,25000000,45.3 м²,"Алматы р-н, А75 — А.Байтұрсынов",1,7/15,1-комнатная квартира · 45.3 м² · 7/15 этаж,Realtor,45.3,551876.3796909492
2-комнатная квартира,40000000,65 м²,"Алмалинский р-н, Брусиловского",2,9/18,2-комнатная квартира · 65 м² · 9/18 этаж,Realtor,65.0,615384.6153846154
3-комнатная квартира,42500000,70 м²,"Алмалинский р-н, Панфилова — Панфилова Молдагуловой (чуть ниже Макатаева)",3,8/9,3-комнатная квартира · 70 м² · 8/9 этаж,Realtor,70.0,607142.8571428572
4-комнатная квартира,56000000,121.8 м²,"р-н Байконур, Сакена Сейфуллина 41",4,11/14,4-комнатная квартира · 121.8 м² · 11/14 этаж,Realtor,121.8,459770.1149425288
4-комнатная квартира,116000000,114 м²,"Есильский р-н, Е 496 5",4,7/12,4-комнатная квартира · 114 м² · 7/12 этаж,Realtor,114.0,1017543.8596491228
3-комнатная квартира,49000000,93 м²,"Жетысуский р-н, Кулагер",3,9/9,3-комнатная квартира · 93 м² · 9/9 этаж,Realtor,93.0,526881.7204301076
2-комнатная квартира,35500000,42 м²,"Алмалинский р-н, Досмухомедова 67",2,3/4,2-комнатная квартира · 42 м² · 3/4 этаж,Realtor,42.0,845238.0952380953
1-комнатная квартира,19500000,28.8 м²,"Наурызбайский р-н, мкр Калкаман-2",1,9/10,1-комнатная квартира · 28.8 м² · 9/10 этаж,Realtor,28.8,677083.3333333334
2-комнатная квартира,39990000,52.6 м²,"Есильский р-н, Хусейн бен Талал 41 — Больница УДП",2,2/14,2-комнатная квартира · 52.6 м² · 2/14 этаж,Realtor,52.6,760266.1596958175
1-комнатная квартира,35000000,46 м²,"Ауэзовский р-н, Райымбека — Райымбека Емцова",1,4/13,1-комнатная квартира · 46 м² · 4/13 этаж,Realtor,46.0,760869.5652173914
3-комнатная квартира,78000000,110 м²,"Есильский р-н, Бухар Жырау 34 Б",3,7/10,3-комнатная квартира · 110 м² · 7/10 этаж,Realtor,110.0,709090.9090909091
3-комнатная квартира,75000000,75.1 м²,"Алмалинский р-н, Сейфулина 469/1 — Mega park на Сейфуллина",3,11/12,3-комнатная квартира · 75.1 м² · 11/12 этаж,Realtor,75.1,998668.4420772304
3-комнатная квартира,25000000,82 м²,6 мкр 11 — Возле мечети,3,5/5,3-комнатная квартира · 82 м² · 5/5 этаж,Other,82.0,304878.0487804878
3-комнатная квартира,32000000,80.5 м²,Мөңкеұлы 105/1,3,5/9,3-комнатная квартира · 80.5 м² · 5/9 этаж,Other,80.5,397515.52795031056
2-комнатная квартира,25000000,50 м²,"Утепова 21 — ТД Достык, ТД Океан",2,5/5,2-комнатная квартира · 50 м² · 5/5 этаж,Other,50.0,500000.0
2-комнатная квартира,26900000,59.6 м²,"Алатауский р-н, мкр Теректы, Белкараган",2,3/11,2-комнатная квартира · 59.6 м² · 3/11 этаж,Realtor,59.6,451342.2818791946
1-комнатная квартира,37000000,39.4 м²,"Бостандыкский р-н, мкр Орбита-2 10 — Навои-Аль-Фараби",1,4/8,1-комнатная квартира · 39.4 м² · 4/8 этаж,Realtor,39.4,939086.2944162437
2-комнатная квартира,15500000,49.7 м²,8 мкр 98 — 17 школа-детский сад,2,3/5,2-комнатная квартира · 49.7 м² · 3/5 этаж,Other,49.7,311871.2273641851
1-комнатная квартира,25000000,28 м²,"Ауэзовский р-н, мкр Достык, Садвакасова — Абая Момышулы",1,10/12,1-комнатная квартира · 28 м² · 10/12 этаж,Realtor,28.0,892857.1428571428
3-комнатная квартира,35800000,58 м²,"Ауэзовский р-н, мкр Таугуль-1, Пятницкого — Пятницкого Берегового",3,4/4,3-комнатная квартира · 58 м² · 4/4 этаж,Realtor,58.0,617241.3793103448
3-комнатная квартира,46000000,90 м²,"Есильский р-н, Сыганак 18/1",3,3/10,3-комнатная квартира · 90 м² · 3/10 этаж,Other,90.0,511111.1111111111
5-комнатная квартира,145000000,157.9 м²,"Нура р-н, Кабанбай батыра 9/6 — Сарайшық",5,4/8,5-комнатная квартира · 157.9 м² · 4/8 этаж,Realtor,157.9,918302.7232425585
3-комнатная квартира,56500000,73.4 м²,"Алмалинский р-н, Брусиловского — Брусиловского уг. ул. Шакарима",3,2/20,3-комнатная квартира · 73.4 м² · 2/20 этаж,Realtor,73.4,769754.7683923705
1-комнатная квартира,33500000,40 м²,"Алмалинский р-н, Розыбакиева — Сатпаева",1,5/9,1-комнатная квартира · 40 м² · 5/9 этаж,Other,40.0,837500.0
1-комнатная квартира,23000000,35 м²,"Сарыарка р-н, Сарыарка 39 — Сарыарка богенбая",1,5/5,1-комнатная квартира · 35 м² · 5/5 этаж,Realtor,35.0,657142.8571428572
3-комнатная квартира,38000000,80 м²,"Бейбарыс сұлтан көшесі 12 4/400 — Но106орта мпктептің қарсы алдында орнала, қан",3,12/15,3-комнатная квартира · 80 м² · 12/15 этаж,Realtor,80.0,475000.0
3-комнатная квартира,51000000,73 м²,"Есильский р-н, Улы Дала 56/2 — Сауран",3,6/7,3-комнатная квартира · 73 м² · 6/7 этаж,Realtor,73.0,698630.1369863014
2-комнатная квартира,42000000,63.8 м²,"Нура р-н, Толе би 16 — Ұлы дала - Төле би",2,13/17,2-комнатная квартира · 63.8 м² · 13/17 этаж,Realtor,63.8,658307.210031348
2-комнатная квартира,58000000,88 м²,"Бостандыкский р-н, 16 улица 5/2 — Возле школы тамос",2,1/3,2-комнатная квартира · 88 м² · 1/3 этаж,Realtor,88.0,659090.9090909091
2-комнатная квартира,38000000,68.5 м²,"Алматы р-н, Р.Кошкарбаева 15 — Сагдат Нурмагамбетова",2,2/10,2-комнатная квартира · 68.5 м² · 2/10 этаж,Realtor,68.5,554744.5255474453
3-комнатная квартира,47800000,100 м²,"Алматы р-н, Момышулы 2 — Р. Кошкарбаева - Момышулы",3,18/22,3-комнатная квартира · 100 м² · 18/22 этаж,Other,100.0,478000.0
2-комнатная квартира,55000000,137.5 м²,"Сарыарка р-н, Тараса Шевченко 8",2,8/24,2-комнатная квартира · 137.5 м² · 8/24 этаж,Other,137.5,400000.0
2-комнатная квартира,29900000,43 м²,"Ауэзовский р-н, мкр №9",2,2/4,2-комнатная квартира · 43 м² · 2/4 этаж,Other,43.0,695348.8372093023
2-комнатная квартира,35500000,71 м²,"Алатауский р-н, мкр Зердели 38",2,2/5,2-комнатная квартира · 71 м² · 2/5 этаж,Realtor,71.0,500000.0
3-комнатная квартира,40000000,88 м²,"Турксибский р-н, мкр Жас Канат, Мкр. Жас Канат — Баймагамбетова - Хасангалиева",3,1/9,3-комнатная квартира · 88 м² · 1/9 этаж,Realtor,88.0,454545.45454545453
4-комнатная квартира,98000000,177 м²,"Есильский р-н, Керей, Жәнібек хандар 28 — Мангілік Ел - Керей Жанибек Хандар",4,4/10,4-комнатная квартира · 177 м² · 4/10 этаж,Realtor,177.0,553672.3163841808
3-комнатная квартира,45000000,89.9 м²,"Есильский р-н, Аль фараби",3,2/7,3-комнатная квартира · 89.9 м² · 2/7 этаж,Realtor,89.9,500556.1735261401
2-комнатная квартира,23990000,53.7 м²,"Сарыарка р-н, Бейбарыс Султан 25/2 — Водопада",2,7/12,2-комнатная квартира · 53.7 м² · 7/12 этаж,Realtor,53.7,446741.1545623836
1-комнатная квартира,22400000,39.2 м²,"Сарайшык р-н, Жумекен Нажимеденов 28",1,8/12,1-комнатная квартира · 39.2 м² · 8/12 этаж,Realtor,39.2,571428.5714285714
