property_type,price,size,location,rooms,floor,title,seller_type,size_num,price_per_m2
1-комнатная квартира,31000000,50 м²,"Алатауский р-н, Хан Шатыр 3",1,3/5,1-комнатная квартира · 50 м² · 3/5 этаж,Other,50.0,620000.0
3-комнатная квартира,15000000,63 м²,"Алихана Бокейханова р-н, Майкудук, Майкудук, 14й микрорайон 40",3,2/5,3-комнатная квартира · 63 м² · 2/5 этаж,Other,63.0,238095.2380952381
1-комнатная квартира,14800000,45.5 м²,Куанышева,1,5/9,1-комнатная квартира · 45.5 м² · 5/9 этаж,Other,45.5,325274.7252747253
2-комнатная квартира,17500000,58 м²,"мкр 6, молдагулова — рынок Алия",2,5/5,2-комнатная квартира · 58 м² · 5/5 этаж,Other,58.0,301724.1379310345
2-комнатная квартира,13000000,50 м²,"Алихана Бокейханова р-н, Майкудук, мкр Восток-3 19",2,1/9,2-комнатная квартира · 50 м² · 1/9 этаж,Other,50.0,260000.0
1-комнатная квартира,29000000,35.28 м²,"Нура р-н, Туран — Хан Шатыр",1,18/18,1-комнатная квартира · 35.28 м² · 18/18 этаж,Other,35.28,821995.4648526077
1-комнатная квартира,12000000,52.8 м²,15-й мкр,1,5/5,1-комнатная квартира · 52.8 м² · 5/5 этаж,Other,52.8,227272.7272727273
2-комнатная квартира,20600000,50 м²,Энтузиастов 9,2,2/4,2-комнатная квартира · 50 м² · 2/4 этаж,Other,50.0,412000.0
2-комнатная квартира,16600000,51.9 м²,Центральный 52,2,9/9,2-комнатная квартира · 51.9 м² · 9/9 этаж,Other,51.9,319845.85741811176
5-комнатная квартира,78000000,200.4 м²,15-й мкр 69,5,21/27,5-комнатная квартира · 200.4 м² · 21/27 этаж,Other,200.4,389221.5568862275
4-комнатная квартира,22000000,71.8 м²,Жансая 9 — Баня Беназир,4,4/5,4-комнатная квартира · 71.8 м² · 4/5 этаж,Other,71.8,306406.6852367688
2-комнатная квартира,15000000,78 м²,29а мкр,2,4/5,2-комнатная квартира · 78 м² · 4/5 этаж,Other,78.0,192307.6923076923
3-комнатная квартира,125000000,115 м²,"Медеуский р-н, Сагадат Нурмагамбетова — Толе би",3,2/9,3-комнатная квартира · 115 м² · 2/9 этаж,Other,115.0,1086956.5217391304
3-комнатная квартира,36000000,79 м²,"Абайский р-н, мкр Шымсити 25",3,3/9,3-комнатная квартира · 79 м² · 3/9 этаж,Other,79.0,455696.2025316456
3-комнатная квартира,42500000,135.9 м²,Кулманова 107 — Байзар,3,8/9,3-комнатная квартира · 135.9 м² · 8/9 этаж,Other,135.9,312729.9484915379
2-комнатная квартира,66000000,66 м²,"Бостандыкский р-н, Розыбакиева 289",2,3/16,2-комнатная квартира · 66 м² · 3/16 этаж,Other,66.0,1000000.0
2-комнатная квартира,19000000,63.4 м²,Горбачёва 57,2,1/5,2-комнатная квартира · 63.4 м² · 1/5 этаж,Other,63.4,299684.5425867508
1-комнатная квартира,9000000,32 м²,"пгт Балыкши, Ахмедиярова 22",1,5/5,1-комнатная квартира · 32 м² · 5/5 этаж,Other,32.0,281250.0
4-комнатная квартира,30000000,96 м²,мкр 12 — Аида,4,3/9,4-комнатная квартира · 96 м² · 3/9 этаж,Other,96.0,312500.0
3-комнатная квартира,14000000,62 м²,мкр Шанхай 4/1,3,5/5,3-комнатная квартира · 62 м² · 5/5 этаж,Other,62.0,225806.4516129032
2-комнатная квартира,45000000,52.9 м²,"Наурызбайский р-н, Кенесары хана 54",2,8/10,2-комнатная квартира · 52.9 м² · 8/10 этаж,Other,52.9,850661.6257088847
2-комнатная квартира,150000000,90 м²,"Бостандыкский р-н, мкр Баганашыл, Мади 1в",2,1/3,2-комнатная квартира · 90 м² · 1/3 этаж,Other,90.0,1666666.6666666667
2-комнатная квартира,9000000,43 м²,"22-й мкр 3 — Рынок, магазин дана, школа",2,3/5,2-комнатная квартира · 43 м² · 3/5 этаж,Other,43.0,209302.32558139536
3-комнатная квартира,31000000,70 м²,"Аль-Фарабийский р-н, 18-й микрорайон, 18-й микрорайон 7",3,2/5,3-комнатная квартира · 70 м² · 2/5 этаж,Other,70.0,442857.14285714284
4-комнатная квартира,56000000,130 м²,"Каратауский р-н, мкр Нурсат 164",4,3/5,4-комнатная квартира · 130 м² · 3/5 этаж,Other,130.0,430769.23076923075
2-комнатная квартира,14900000,44 м²,Валиханова 14 — Мусрепова,2,3/3,2-комнатная квартира · 44 м² · 3/3 этаж,Other,44.0,338636.36363636365
2-комнатная квартира,45000000,52.9 м²,"Наурызбайский р-н, Кенесары хана 54",2,8/10,2-комнатная квартира · 52.9 м² · 8/10 этаж,Other,52.9,850661.6257088847
2-комнатная квартира,150000000,90 м²,"Бостандыкский р-н, мкр Баганашыл, Мади 1в",2,1/3,2-комнатная квартира · 90 м² · 1/3 этаж,Other,90.0,1666666.6666666667
2-комнатная квартира,9000000,43 м²,"22-й мкр 3 — Рынок, магазин дана, школа",2,3/5,2-комнатная квартира · 43 м² · 3/5 этаж,Other,43.0,209302.32558139536
3-комнатная квартира,31000000,70 м²,"Аль-Фарабийский р-н, 18-й микрорайон, 18-й микрорайон 7",3,2/5,3-комнатная квартира · 70 м² · 2/5 этаж,Other,70.0,442857.14285714284
4-комнатная квартира,56000000,130 м²,"Каратауский р-н, мкр Нурсат 164",4,3/5,4-комнатная квартира · 130 м² · 3/5 этаж,Other,130.0,430769.23076923075
2-комнатная квартира,14900000,44 м²,Валиханова 14 — Мусрепова,2,3/3,2-комнатная квартира · 44 м² · 3/3 этаж,Other,44.0,338636.36363636365
2-комнатная квартира,63000000,80 м²,"Ауэзовский р-н, Навои 9/1",2,13,2-комнатная квартира · 80 м² · 13 этаж,Other,80.0,787500.0
3-комнатная квартира,24000000,63 м²,"Алихана Бокейханова р-н, Майкудук, Мкр Восток-3 16",3,4/9,3-комнатная квартира · 63 м² · 4/9 этаж,Other,63.0,380952.38095238095
3-комнатная квартира,20500000,54 м²,Абая 67,3,3/5,3-комнатная квартира · 54 м² · 3/5 этаж,Other,54.0,379629.6296296296
1-комнатная квартира,15500000,41 м²,Ауэзова 114а,1,4/9,1-комнатная квартира · 41 м² · 4/9 этаж,Other,41.0,378048.7804878049
2-комнатная квартира,25600000,46 м²,Сатпаева 55/2,2,2/10,2-комнатная квартира · 46 м² · 2/10 этаж,Other,46.0,556521.7391304348
2-комнатная квартира,16000000,75 м²,13 мкр жк — Детская больница,2,6,2-комнатная квартира · 75 м² · 6 этаж,Other,75.0,213333.33333333334
3-комнатная квартира,27000000,60.7 м²,"мкр Центральный, Момышулы 19 — Рядом с остановкой Драмтеатр.",3,2/9,3-комнатная квартира · 60.7 м² · 2/9 этаж,Other,60.7,444810.5436573311
1-комнатная квартира,19000000,55.6 м²,"мкр. Алтын орда, Ораза Татеулы 4",1,5/5,1-комнатная квартира · 55.6 м² · 5/5 этаж,Other,55.6,341726.61870503594
2-комнатная квартира,13000000,45.2 м²,"Тәуелсіздік — Дк, кафе руми, центр, полностью меблировано",2,3/3,2-комнатная квартира · 45.2 м² · 3/3 этаж,Other,45.2,287610.6194690265
3-комнатная квартира,46000000,72 м²,"Ауэзовский р-н, мкр Аксай-2 — Толе би Момышулы",3,1/9,3-комнатная квартира · 72 м² · 1/9 этаж,Other,72.0,638888.8888888889
4-комнатная квартира,37000000,82 м²,турксибская 53,4,5/9,4-комнатная квартира · 82 м² · 5/9 этаж,Other,82.0,451219.51219512196
2-комнатная квартира,27500000,52 м²,Бекхожина 23,2,3/9,2-комнатная квартира · 52 м² · 3/9 этаж,Other,52.0,528846.1538461539
2-комнатная квартира,21999999,55 м²,Жангельдина — Фин Академия,2,1/5,2-комнатная квартира · 55 м² · 1/5 этаж,Other,55.0,399999.9818181818
2-комнатная квартира,21999999,55 м²,Жангельдина — Фин Академия,2,1/5,2-комнатная квартира · 55 м² · 1/5 этаж,Other,55.0,399999.9818181818
3-комнатная квартира,19700000,55 м²,Сатпаева — Сатпаева,3,2/5,3-комнатная квартира · 55 м² · 2/5 этаж,Other,55.0,358181.8181818182
1-комнатная квартира,10000000,31.1 м²,абая 147,1,4/4,1-комнатная квартира · 31.1 м² · 4/4 этаж,Other,31.1,321543.4083601286
3-комнатная квартира,23000000,57 м²,"мкр Центральный, Момышулы 21 — драмтеатр остановка",3,1/5,3-комнатная квартира · 57 м² · 1/5 этаж,Other,57.0,403508.77192982455
1-комнатная квартира,10000000,31.1 м²,абая 147,1,4/4,1-комнатная квартира · 31.1 м² · 4/4 этаж,Other,31.1,321543.4083601286
3-комнатная квартира,22000000,75 м²,м-н Васильковский 1,3,4/5,3-комнатная квартира · 75 м² · 4/5 этаж,Other,75.0,293333.3333333333
2-комнатная квартира,17000000,46 м²,Конаева — Абылай Хана,2,1/2,2-комнатная квартира · 46 м² · 1/2 этаж,Other,46.0,369565.2173913043
3-комнатная квартира,27000000,60.7 м²,"мкр Центральный, Момышулы 19 — Рядом с остановкой Драмтеатр.",3,1/9,3-комнатная квартира · 60.7 м² · 1/9 этаж,Other,60.7,444810.5436573311
2-комнатная квартира,12500000,44 м²,Ауельбекова 116,2,5/5,2-комнатная квартира · 44 м² · 5/5 этаж,Other,44.0,284090.9090909091
3-комнатная квартира,15000000,42 м²,"Казыбек би р-н, мкр Новый Город, Ержанова 53",3,5/5,3-комнатная квартира · 42 м² · 5/5 этаж,Other,42.0,357142.85714285716
2-комнатная квартира,16500000,48 м²,Бухар Жырау 13 — Лермонтова-Бухар Жырау,2,5/5,2-комнатная квартира · 48 м² · 5/5 этаж,Other,48.0,343750.0
2-комнатная квартира,28000000,45 м²,"Турксибский р-н, Сейфуллина",2,7/10,2-комнатная квартира · 45 м² · 7/10 этаж,Other,45.0,622222.2222222222
1-комнатная квартира,13500000,42 м²,"мкр. Зачаганск пгт, Монкеулы 93",1,5/5,1-комнатная квартира · 42 м² · 5/5 этаж,Other,42.0,321428.5714285714
3-комнатная квартира,14200000,64.4 м²,"Алихана Бокейханова р-н, Майкудук, 13й микрорайон 1 а — Рядом СШ #54, Ясли-сад Балбобек, Поликлиника, мелкие магазины, супермаркет Аян, ресторан Абиба",3,9/9,3-комнатная квартира · 64.4 м² · 9/9 этаж,Other,64.4,220496.89440993787
4-комнатная квартира,14000000,67.7 м²,6 мкр — Амангельды,4,2/9,4-комнатная квартира · 67.7 м² · 2/9 этаж,Other,67.7,206794.682422452
2-комнатная квартира,33000000,64.4 м²,Чокина 170/2 — Камзина-чокина,2,8/9,2-комнатная квартира · 64.4 м² · 8/9 этаж,Other,64.4,512422.36024844716
1-комнатная квартира,9600000,26 м²,Лесная поляна 31,1,5/5,1-комнатная квартира · 26 м² · 5/5 этаж,Other,26.0,369230.76923076925
3-комнатная квартира,19000000,68 м²,Астана 58,3,7/10,3-комнатная квартира · 68 м² · 7/10 этаж,Other,68.0,279411.76470588235
3-комнатная квартира,93000000,101.2 м²,"Есильский р-н, Мангилик ел 36",3,7/8,3-комнатная квартира · 101.2 м² · 7/8 этаж,Other,101.2,918972.3320158103
1-комнатная квартира,12000000,36.3 м²,Кенжетаева 1 — Сулейменова-Габдуллина,1,6/9,1-комнатная квартира · 36.3 м² · 6/9 этаж,Other,36.3,330578.5123966942
3-комнатная квартира,26500000,57 м²,Утепова 24,3,2/5,3-комнатная квартира · 57 м² · 2/5 этаж,Other,57.0,464912.2807017544
1-комнатная квартира,8300000,22 м²,"Енбекшинский р-н, 12-й микрорайон, Уалиханова 243",1,2/4,1-комнатная квартира · 22 м² · 2/4 этаж,Other,22.0,377272.7272727273
3-комнатная квартира,25000000,71 м²,7-й мкр 16 — Вечный огонь,3,4/5,3-комнатная квартира · 71 м² · 4/5 этаж,Other,71.0,352112.676056338
3-комнатная квартира,20000000,60.9 м²,"Казыбек би р-н, мкр Новый Город, Пичугина 235/2 — Ермекова-Комиссарова",3,4/5,3-комнатная квартира · 60.9 м² · 4/5 этаж,Other,60.9,328407.2249589491
2-комнатная квартира,10500000,55 м²,Некрасова 21 — Школа им.Шестакова,2,3/3,2-комнатная квартира · 55 м² · 3/3 этаж,Other,55.0,190909.0909090909
2-комнатная квартира,50000000,56.8 м²,"Медеуский р-н, мкр Думан-2, Мкрн Думан-2",2,2/9,2-комнатная квартира · 56.8 м² · 2/9 этаж,Other,56.8,880281.6901408451
3-комнатная квартира,11000000,47 м²,пр Абая 51 — Областной диагностическая центр,3,2/5,3-комнатная квартира · 47 м² · 2/5 этаж,Other,47.0,234042.55319148937
2-комнатная квартира,17500000,40 м²,"Алматы р-н, Майлина 31",2,6/9,2-комнатная квартира · 40 м² · 6/9 этаж,Other,40.0,437500.0
1-комнатная квартира,9000000,34 м²,Астана 49,1,1/10,1-комнатная квартира · 34 м² · 1/10 этаж,Other,34.0,264705.8823529412
3-комнатная квартира,15000000,61 м²,Мерей 9,3,5/5,3-комнатная квартира · 61 м² · 5/5 этаж,Other,61.0,245901.6393442623
2-комнатная квартира,53000000,55 м²,"Бостандыкский р-н, Жандосова 94А — Утепова, Мега",2,12/17,2-комнатная квартира · 55 м² · 12/17 этаж,Other,55.0,963636.3636363636
2-комнатная квартира,52000000,68.71 м²,"Нура р-н, Туран — Хан Шатыр",2,14/14,2-комнатная квартира · 68.71 м² · 14/14 этаж,Other,68.71,756803.9586668608
3-комнатная квартира,82000000,102 м²,"Бостандыкский р-н, Навои 208/7 — Торайгырова, Навои",3,13/14,3-комнатная квартира · 102 м² · 13/14 этаж,Other,102.0,803921.568627451
2-комнатная квартира,17900000,57 м²,"26-й мкр, 26-ш/а. 15",2,1/5,2-комнатная квартира · 57 м² · 1/5 этаж,Other,57.0,314035.08771929826
2-комнатная квартира,23000000,44 м²,Титова 39,2,3/4,2-комнатная квартира · 44 м² · 3/4 этаж,Other,44.0,522727.2727272727
3-комнатная квартира,15000000,60.5 м²,Джандильдинова 94,3,2/5,3-комнатная квартира · 60.5 м² · 2/5 этаж,Other,60.5,247933.88429752065
3-комнатная квартира,44000000,92.7 м²,"Сарайшык р-н, Нажимеденов 30/1",3,8/9,3-комнатная квартира · 92.7 м² · 8/9 этаж,Other,92.7,474649.40668824164
1-комнатная квартира,14500000,28.5 м²,"Алматы р-н, А. Байтурсынова 40",1,6/9,1-комнатная квартира · 28.5 м² · 6/9 этаж,Other,28.5,508771.9298245614
4-комнатная квартира,85000000,100 м²,"Есильский р-н, Туран 43/3",4,12/17,4-комнатная квартира · 100 м² · 12/17 этаж,Other,100.0,850000.0
3-комнатная квартира,23500000,70 м²,"мкр Жастар, Жастар 39",3,1/5,3-комнатная квартира · 70 м² · 1/5 этаж,Other,70.0,335714.28571428574
2-комнатная квартира,20000000,55 м²,"Аль-Фарабийский р-н, мкр Восток  63 — Поликлиника Камея, 25, 28 школа, Нурлан садик",2,2/5,2-комнатная квартира · 55 м² · 2/5 этаж,Other,55.0,363636.36363636365
1-комнатная квартира,22900000,34.4 м²,"Есильский р-н, Улы Дала 27/1 — Улы Дала - Касым Кайсенова",1,8/8,1-комнатная квартира · 34.4 м² · 8/8 этаж,Other,34.4,665697.6744186047
3-комнатная квартира,23000000,70 м²,14-й мкр 5,3,3/5,3-комнатная квартира · 70 м² · 3/5 этаж,Other,70.0,328571.4285714286
2-комнатная квартира,19500000,62 м²,"Микрорайон Бахыт — Находится напротив детского сада. Первый этаж, удобно под бизнес.",2,1/4,2-комнатная квартира · 62 м² · 1/4 этаж,Other,62.0,314516.12903225806
1-комнатная квартира,17500000,27.78 м²,"Нура р-н, Туран 55/16",1,2/9,1-комнатная квартира · 27.78 м² · 2/9 этаж,Other,27.78,629949.6040316775
1-комнатная квартира,20500000,35 м²,"Наурызбайский р-н, мкр Шугыла 590/16",1,5/9,1-комнатная квартира · 35 м² · 5/9 этаж,Other,35.0,585714.2857142857
3-комнатная квартира,20000000,54 м²,1 микрорайон 16,3,1/5,3-комнатная квартира · 54 м² · 1/5 этаж,Other,54.0,370370.3703703704
1-комнатная квартира,14500000,32.2 м²,"Казыбек би р-н, мкр Новый Город, Мкр Новый Город Ержанова 30",1,1/5,1-комнатная квартира · 32.2 м² · 1/5 этаж,Other,32.2,450310.5590062111
1-комнатная квартира,6000000,29.5 м²,Космонавтов 17,1,2/4,1-комнатная квартира · 29.5 м² · 2/4 этаж,Other,29.5,203389.83050847458
3-комнатная квартира,21000000,68 м²,"Аль-Фарабийский р-н, мкр Восток  108А",3,4/5,3-комнатная квартира · 68 м² · 4/5 этаж,Other,68.0,308823.5294117647
2-комнатная квартира,15500000,55 м²,6-й мкр 19,2,4/5,2-комнатная квартира · 55 м² · 4/5 этаж,Other,55.0,281818.1818181818
2-комнатная квартира,35000000,88 м²,"Каратауский р-н, мкр Нурсат, Астана 20",2,8/9,2-комнатная квартира · 88 м² · 8/9 этаж,Other,88.0,397727.2727272727
3-комнатная квартира,21500000,57 м²,408 квартал 13дом — Новастройка,3,2/5,3-комнатная квартира · 57 м² · 2/5 этаж,Other,57.0,377192.98245614034
3-комнатная квартира,18500000,67 м²,"Нура р-н, Умбетей жырау 1 — Узак батыр",3,4/4,3-комнатная квартира · 67 м² · 4/4 этаж,Other,67.0,276119.4029850746
3-комнатная квартира,15500000,62 м²,Мира 53,3,2/5,3-комнатная квартира · 62 м² · 2/5 этаж,Other,62.0,250000.0
4-комнатная квартира,135000000,136.8 м²,"Есильский р-н, Достык",4,5/12,4-комнатная квартира · 136.8 м² · 5/12 этаж,Other,136.8,986842.1052631579
1-комнатная квартира,22500000,43 м²,"Алматы р-н, Валиханова 1",1,12/12,1-комнатная квартира · 43 м² · 12/12 этаж,Other,43.0,523255.81395348837
2-комнатная квартира,10000000,43 м²,Сейфуллина 92 — Сейфуллина-Конаева,2,4/5,2-комнатная квартира · 43 м² · 4/5 этаж,Other,43.0,232558.13953488372
3-комнатная квартира,36990000,60 м²,"Алмалинский р-н, мкр Тастак-2 — Тлендиева",3,5/5,3-комнатная квартира · 60 м² · 5/5 этаж,Other,60.0,616500.0
4-комнатная квартира,18000000,112 м²,Самал 22,4,3/5,4-комнатная квартира · 112 м² · 3/5 этаж,Other,112.0,160714.2857142857
3-комнатная квартира,30000000,50 м²,"Ульбинский, Новаторов 7/1 — Новаторов-Кабанбай Батыра",3,1/5,3-комнатная квартира · 50 м² · 1/5 этаж,Other,50.0,600000.0
1-комнатная квартира,21500000,44.7 м²,"Каратауский р-н, мкр Астана , Байдибек би 5 — напротив Royal Rose",1,6/9,1-комнатная квартира · 44.7 м² · 6/9 этаж,Other,44.7,480984.3400447427
1-комнатная квартира,24000000,47.8 м²,"Абайский р-н, мкр Кайтпас 2, Сырым батыра 99/3 — Тулеметова сырым батыра",1,14/16,1-комнатная квартира · 47.8 м² · 14/16 этаж,Other,47.8,502092.0502092051
1-комнатная квартира,14000000,47 м²,"Нур Актобе 66 — 1 мкр, улица Бопай Ханым",1,1/3,1-комнатная квартира · 47 м² · 1/3 этаж,Other,47.0,297872.3404255319
2-комнатная квартира,29000000,70 м²,"Аль-Фарабийский р-н, проспект Тауке хана 65 — Адырбекова",2,2/3,2-комнатная квартира · 70 м² · 2/3 этаж,Other,70.0,414285.71428571426
1-комнатная квартира,10700000,38 м²,Мкр Боровской 63,1,4/5,1-комнатная квартира · 38 м² · 4/5 этаж,Other,38.0,281578.94736842107
1-комнатная квартира,26000000,47.6 м²,"Абайский р-н, мкр Кайтпас 2, Байдибек би 115/10 — Байдібек би",1,9/12,1-комнатная квартира · 47.6 м² · 9/12 этаж,Other,47.6,546218.4873949579
3-комнатная квартира,25000000,68 м²,Малайсары 33,3,5/5,3-комнатная квартира · 68 м² · 5/5 этаж,Other,68.0,367647.0588235294
5-комнатная квартира,42000000,110 м²,М. Жусупа (1 Мая) 288 — Ломова,5,7/9,5-комнатная квартира · 110 м² · 7/9 этаж,Other,110.0,381818.1818181818
2-комнатная квартира,23000000,40 м²,проспект Абая 160 — Абая-Ташкентская,2,3/5,2-комнатная квартира · 40 м² · 3/5 этаж,Other,40.0,575000.0
3-комнатная квартира,40000000,80 м²,"Ульбинский, Красина 11 — Дворец спорта",3,9/9,3-комнатная квартира · 80 м² · 9/9 этаж,Other,80.0,500000.0
3-комнатная квартира,40500000,59 м²,"Ауэзовский р-н, мкр №5 30 — Абая-Мате Залки",3,2/4,3-комнатная квартира · 59 м² · 2/4 этаж,Other,59.0,686440.6779661017
4-комнатная квартира,23000000,75 м²,Рысбек батыр 1 — Толе би,4,4/5,4-комнатная квартира · 75 м² · 4/5 этаж,Other,75.0,306666.6666666667
2-комнатная квартира,19000000,50 м²,Жайсан 5 — 6 КВАРТАЛ,2,1/5,2-комнатная квартира · 50 м² · 1/5 этаж,Other,50.0,380000.0
2-комнатная квартира,16000000,50 м²,"мкр Школьник, Толстого 129",2,1/5,2-комнатная квартира · 50 м² · 1/5 этаж,Other,50.0,320000.0
2-комнатная квартира,19650000,49 м²,"Казыбек би р-н, мкр Юго-Восток, Муканова 32",2,4/5,2-комнатная квартира · 49 м² · 4/5 этаж,Other,49.0,401020.4081632653
4-комнатная квартира,75000000,104 м²,"Бостандыкский р-н, Абая 160 — Абая Тургут Озала",4,12/20,4-комнатная квартира · 104 м² · 12/20 этаж,Other,104.0,721153.8461538461
1-комнатная квартира,21500000,39 м²,"Алматы р-н, Болекпаева 10/1",1,1/8,1-комнатная квартира · 39 м² · 1/8 этаж,Other,39.0,551282.0512820513
2-комнатная квартира,62500000,71.8 м²,"Алмалинский р-н, Прокофьева — Брусиловского",2,3/20,2-комнатная квартира · 71.8 м² · 3/20 этаж,Other,71.8,870473.5376044569
2-комнатная квартира,13000000,52 м²,мкр Северо-Восток 15/2,2,3/5,2-комнатная квартира · 52 м² · 3/5 этаж,Other,52.0,250000.0
2-комнатная квартира,13000000,52 м²,мкр Северо-Восток 15/2,2,3/5,2-комнатная квартира · 52 м² · 3/5 этаж,Other,52.0,250000.0
2-комнатная квартира,14000000,50 м²,"Старый город, Айтеке би 1 — Герцена",2,1/5,2-комнатная квартира · 50 м² · 1/5 этаж,Other,50.0,280000.0
3-комнатная квартира,14300000,60 м²,Калмыкова 5,3,4/5,3-комнатная квартира · 60 м² · 4/5 этаж,Other,60.0,238333.33333333334
3-комнатная квартира,43500000,80 м²,"Алатауский р-н, мкр Аккент, Мкр. Аккент",3,6/9,3-комнатная квартира · 80 м² · 6/9 этаж,Other,80.0,543750.0
3-комнатная квартира,50500000,90 м²,"Алатауский р-н, мкр Аккент, Мкр. Аккент",3,7/9,3-комнатная квартира · 90 м² · 7/9 этаж,Other,90.0,561111.1111111111
3-комнатная квартира,53000000,93.4 м²,"Алматы р-н, Тауелсиздик 21/4 — Тауелсиздик, ТРЦ Astana Mall",3,3/20,3-комнатная квартира · 93.4 м² · 3/20 этаж,Other,93.4,567451.8201284796
1-комнатная квартира,24500000,35 м²,"Наурызбайский р-н, мкр Шугыла, Райымбека — Жуалы",1,3/9,1-комнатная квартира · 35 м² · 3/9 этаж,Other,35.0,700000.0
3-комнатная квартира,30000000,70 м²,"Аль-Фарабийский р-н, адырбекова 159",3,3/5,3-комнатная квартира · 70 м² · 3/5 этаж,Other,70.0,428571.4285714286
2-комнатная квартира,34500000,65 м²,"Алатауский р-н, мкр Аккент, мкр. Аккент",2,7/9,2-комнатная квартира · 65 м² · 7/9 этаж,Other,65.0,530769.2307692308
2-комнатная квартира,26000000,41 м²,"Алатауский р-н, мкр Аккент, Мкр. Аккент",2,5/9,2-комнатная квартира · 41 м² · 5/9 этаж,Other,41.0,634146.3414634146
3-комнатная квартира,28600000,56 м²,Ауэзова 41,3,3/9,3-комнатная квартира · 56 м² · 3/9 этаж,Other,56.0,510714.28571428574
1-комнатная квартира,3800000,13 м²,"Казыбек би р-н, Анжерская 31 — Кооперативный институт, КВШ, берёзка",1,1/5,1-комнатная квартира · 13 м² · 1/5 этаж,Other,13.0,292307.6923076923
2-комнатная квартира,20000000,48.6 м²,"Аль-Фарабийский р-н, Мкр Қара су",2,5/5,2-комнатная квартира · 48.6 м² · 5/5 этаж,Other,48.6,411522.63374485594
1-комнатная квартира,24500000,45 м²,"Алатауский р-н, мкр Аккент, Мкр. Аккент — Мкр Аккент",1,4/9,1-комнатная квартира · 45 м² · 4/9 этаж,Other,45.0,544444.4444444445
2-комнатная квартира,28000000,88 м²,"мкр. Алтын орда, Батыс-2 357",2,4/5,2-комнатная квартира · 88 м² · 4/5 этаж,Other,88.0,318181.8181818182
1-комнатная квартира,13000000,30 м²,"Алматы р-н, М. Тынышбайулы 5",1,3/12,1-комнатная квартира · 30 м² · 3/12 этаж,Other,30.0,433333.3333333333
3-комнатная квартира,15500000,73 м²,С.Сейфуллина 114 — ТД Мечта,3,5/5,3-комнатная квартира · 73 м² · 5/5 этаж,Other,73.0,212328.76712328766
2-комнатная квартира,22000000,76 м²,"Алматы р-н, Кошкарбаева 66/1",2,13/13,2-комнатная квартира · 76 м² · 13/13 этаж,Other,76.0,289473.6842105263
3-комнатная квартира,20000000,56.6 м²,Жидебая батыра 9,3,1/5,3-комнатная квартира · 56.6 м² · 1/5 этаж,Other,56.6,353356.89045936393
3-комнатная квартира,20000000,56.6 м²,Жидебая батыра 9,3,1/5,3-комнатная квартира · 56.6 м² · 1/5 этаж,Other,56.6,353356.89045936393
1-комнатная квартира,14000000,43.3 м²,"мкр Нурсая, Таумыш Жумагалиев 25 — Возле модерн напротив ярмарка",1,5/5,1-комнатная квартира · 43.3 м² · 5/5 этаж,Other,43.3,323325.6351039261
3-комнатная квартира,43500000,69.6 м²,"Каратауский р-н, мкр Нурсат 2 21 — Рядом Акимата",3,9/9,3-комнатная квартира · 69.6 м² · 9/9 этаж,Other,69.6,625000.0
1-комнатная квартира,22500000,32 м²,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла",1,7/9,1-комнатная квартира · 32 м² · 7/9 этаж,Other,32.0,703125.0
3-комнатная квартира,24400000,75 м²,Сарыарка 8/3 — Габдулина,3,8/9,3-комнатная квартира · 75 м² · 8/9 этаж,Other,75.0,325333.3333333333
2-комнатная квартира,26000000,57 м²,"Аль-Фарабийский р-н, мкр Сайрам  28 — Жеты тандыр",2,1,2-комнатная квартира · 57 м² · 1 этаж,Other,57.0,456140.350877193
2-комнатная квартира,13500000,45 м²,Алашахана — Акимат,2,2/5,2-комнатная квартира · 45 м² · 2/5 этаж,Other,45.0,300000.0
2-комнатная квартира,16500000,44.4 м²,ЖМ Лесная поляна 2,2,2/5,2-комнатная квартира · 44.4 м² · 2/5 этаж,Other,44.4,371621.62162162166
1-комнатная квартира,16000000,35 м²,"Казыбек би р-н, мкр Юго-Восток, Строителей 31",1,4/9,1-комнатная квартира · 35 м² · 4/9 этаж,Other,35.0,457142.85714285716
3-комнатная квартира,10000000,62 м²,Конаева 84 — проспект,3,4/5,3-комнатная квартира · 62 м² · 4/5 этаж,Other,62.0,161290.32258064515
1-комнатная квартира,16000000,39 м²,Ш каржаубайулы 259а — Каржаубаева,1,7/10,1-комнатная квартира · 39 м² · 7/10 этаж,Other,39.0,410256.41025641025
2-комнатная квартира,33000000,70 м²,Кулманова 152,2,4/9,2-комнатная квартира · 70 м² · 4/9 этаж,Other,70.0,471428.5714285714
1-комнатная квартира,11000000,35 м²,Машиностроителей 10,1,3/5,1-комнатная квартира · 35 м² · 3/5 этаж,Other,35.0,314285.71428571426
3-комнатная квартира,40000000,94 м²,"Есильский р-н, Чингиза Айтматова — сыганак",3,3/12,3-комнатная квартира · 94 м² · 3/12 этаж,Other,94.0,425531.91489361704
3-комнатная квартира,27500000,80 м²,Назарбаева,3,2/5,3-комнатная квартира · 80 м² · 2/5 этаж,Other,80.0,343750.0
1-комнатная квартира,27500000,45 м²,"Ауэзовский р-н, мкр Жетысу-2 30",1,7/9,1-комнатная квартира · 45 м² · 7/9 этаж,Other,45.0,611111.1111111111
