property_type,price,size,location,rooms,floor,title,seller_type
3-комнатная квартира,74000000 ₸,92 м²,"Бостандыкский р-н, Абая 150/230 — Тургыт Озала",3,2/15,3-комнатная квартира · 92 м² · 2/15 этаж,Realtor
3-комнатная квартира,40000000 ₸,56.4 м²,"Бостандыкский р-н, Розыбакиева — Тимирязева",3,3/4,3-комнатная квартира · 56.4 м² · 3/4 этаж,Other
2-комнатная квартира,25000000 ₸,34.4 м²,"Жетысуский р-н, Торетай — Сейфуллина",2,1/2,2-комнатная квартира · 34.4 м² · 1/2 этаж,Realtor
1-комнатная квартира,23500000 ₸,32.8 м²,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла",1,9/9,1-комнатная квартира · 32.8 м² · 9/9 этаж,Realtor
2-комнатная квартира,28700000 ₸,40.4 м²,"Нура р-н, Е-36 11 — Сыганак-Анет баба",2,12/18,2-комнатная квартира · 40.4 м² · 12/18 этаж,Other
3-комнатная квартира,95000000 ₸,76.5 м²,"Бостандыкский р-н, Габдуллина 14 — Тимирязева -Байтурсынова",3,9/9,3-комнатная квартира · 76.5 м² · 9/9 этаж,Realtor
3-комнатная квартира,29500000 ₸,86 м²,"Алматы р-н, Кошкарбаева 20 — Жанибекова",3,6/10,3-комнатная квартира · 86 м² · 6/10 этаж,Realtor
3-комнатная квартира,28900000 ₸,71.6 м²,"Алматы р-н, Кудайбердыулы 29/1",3,6/9,3-комнатная квартира · 71.6 м² · 6/9 этаж,Realtor
2-комнатная квартира,32500000 ₸,61 м²,"Нура р-н, Толе Би 35/1",2,4/9,2-комнатная квартира · 61 м² · 4/9 этаж,Other
2-комнатная квартира,50000000 ₸,68.5 м²,"Ауэзовский р-н, мкр Таугуль — Жандосова Берегового",2,11/17,2-комнатная квартира · 68.5 м² · 11/17 этаж,Realtor
4-комнатная квартира,140000000 ₸,134.81 м²,"Нура р-н, Туран 37/2 — Около ТРЦ Хан -Шатыр",4,12/19,4-комнатная квартира · 134.81 м² · 12/19 этаж,Other
2-комнатная квартира,25000000 ₸,50 м²,"Жетысуский р-н, Венецианова 6/6 — Казакова",2,1/2,2-комнатная квартира · 50 м² · 1/2 этаж,Other
3-комнатная квартира,64900000 ₸,106 м²,"Есильский р-н, Мангилик ел",3,11/12,3-комнатная квартира · 106 м² · 11/12 этаж,Realtor
3-комнатная квартира,63500000 ₸,109 м²,"Есильский р-н, Кабанбай батыра 48а",3,11/15,3-комнатная квартира · 109 м² · 11/15 этаж,Other
2-комнатная квартира,23500000 ₸,51.7 м²,Свердлова 1,2,9/10,2-комнатная квартира · 51.7 м² · 9/10 этаж,Other
3-комнатная квартира,89000000 ₸,105.1 м²,"Бостандыкский р-н, Торайгырова 21/1 — Мустафина",3,8/12,3-комнатная квартира · 105.1 м² · 8/12 этаж,Realtor
2-комнатная квартира,34000000 ₸,51 м²,"Нура р-н, Кайым Мухамедханов 21/2",2,8/9,2-комнатная квартира · 51 м² · 8/9 этаж,Realtor
2-комнатная квартира,22000000 ₸,48 м²,"Сарыарка р-н, Ермек Серкебаев 22 — Пересечение Кумисбекова и Серкебаева",2,2/9,2-комнатная квартира · 48 м² · 2/9 этаж,Realtor
5-комнатная квартира,140000000 ₸,185 м²,"Бостандыкский р-н, Гагарина — Пр.Гагарина угол ул.Мынбаева",5,9/10,5-комнатная квартира · 185 м² · 9/10 этаж,Realtor
2-комнатная квартира,27500000 ₸,65.3 м²,Ташенова 35 — Ауезова и Ташенова,2,5/5,2-комнатная квартира · 65.3 м² · 5/5 этаж,Other
2-комнатная квартира,32500000 ₸,64 м²,"Алатауский р-н, мкр 13-й, 13-й микрорайон 19 — Арена парк Монке би Момышулы",2,4/5,2-комнатная квартира · 64 м² · 4/5 этаж,Realtor
2-комнатная квартира,37000000 ₸,53 м²,"Алматы р-н, Момышулы 2/10 — Тауелсиздик",2,3/9,2-комнатная квартира · 53 м² · 3/9 этаж,Realtor
3-комнатная квартира,99000000 ₸,124 м²,"Бостандыкский р-н, Солодовникова 21д — Сатпаева уг. Гарина",3,19/20,3-комнатная квартира · 124 м² · 19/20 этаж,Realtor
1-комнатная квартира,21000000 ₸,43 м²,"Турксибский р-н, МКР Кайрат — Лучшая цена",1,2/9,1-комнатная квартира · 43 м² · 2/9 этаж,Realtor
3-комнатная квартира,130000000 ₸,113 м²,"Бостандыкский р-н, Егизбаева",3,11/16,3-комнатная квартира · 113 м² · 11/16 этаж,Realtor
1-комнатная квартира,28000000 ₸,38.8 м²,"Алатауский р-н, мкр Нуркент, Нуркент (Алгабас-1) мкр 47",1,9/9,1-комнатная квартира · 38.8 м² · 9/9 этаж,Realtor
2-комнатная квартира,44500000 ₸,62 м²,"Наурызбайский р-н, Коктерек 139/7 — Сабденова",2,11/12,2-комнатная квартира · 62 м² · 11/12 этаж,Realtor
3-комнатная квартира,37000000 ₸,77.8 м²,"Нура р-н, Айтматова 31",3,2/9,3-комнатная квартира · 77.8 м² · 2/9 этаж,Realtor
2-комнатная квартира,32500000 ₸,68 м²,Айтсатова 55,2,10/12,2-комнатная квартира · 68 м² · 10/12 этаж,Realtor
2-комнатная квартира,43000000 ₸,65.7 м²,"Нура р-н, Санжара Асфендиярова 8 — Асфендиярова 8",2,5/12,2-комнатная квартира · 65.7 м² · 5/12 этаж,Realtor
2-комнатная квартира,30000000 ₸,39.5 м²,"Бостандыкский р-н, Жандосова — Ауэзова",2,3/3,2-комнатная квартира · 39.5 м² · 3/3 этаж,Realtor
2-комнатная квартира,28000000 ₸,65 м²,"Алатауский р-н, мкр Зердели, Монке би 1/179 — Б. Момышулы",2,1/9,2-комнатная квартира · 65 м² · 1/9 этаж,Realtor
2-комнатная квартира,20321250 ₸,54.19 м²,"Сарайшык р-н, Каршыга Ахмедьярова 2",2,6/12,2-комнатная квартира · 54.19 м² · 6/12 этаж,Realtor
3-комнатная квартира,43500000 ₸,82 м²,"Алматы р-н, Аманжол Бөлекпаев 10 — Пересечение проспекта Жумабаева- Байтурсынова",3,4/7,3-комнатная квартира · 82 м² · 4/7 этаж,Realtor
2-комнатная квартира,30000000 ₸,50.6 м²,"Алатауский р-н, мкр Алгабас, 7 142/92 — Саина-Монке би",2,4/4,2-комнатная квартира · 50.6 м² · 4/4 этаж,Realtor
1-комнатная квартира,23000000 ₸,43 м²,"Турксибский р-н, мкр Кайрат, Пересечение улиц Хмельницкого и Майлина 1/1а — Пересечение улиц Хмельницкого и Майлина",1,3/9,1-комнатная квартира · 43 м² · 3/9 этаж,Realtor
3-комнатная квартира,56999999 ₸,84 м²,"Нура р-н, Ильяса Омарова",3,9/9,3-комнатная квартира · 84 м² · 9/9 этаж,Realtor
2-комнатная квартира,38000000 ₸,68 м²,"Есильский р-н, Улы Дала 67 — Аль Фараби",2,2/10,2-комнатная квартира · 68 м² · 2/10 этаж,Realtor
2-комнатная квартира,26500000 ₸,61.2 м²,"р-н Байконур, Валиханова 5",2,17/22,2-комнатная квартира · 61.2 м² · 17/22 этаж,Realtor
2-комнатная квартира,35800000 ₸,65 м²,"Алматы р-н, А 75 2 — Байтурсынова",2,7/15,2-комнатная квартира · 65 м² · 7/15 этаж,Realtor
3-комнатная квартира,30000000 ₸,63 м²,"Алатауский р-н, мкр Саялы 93 — Арқалық",3,1/5,3-комнатная квартира · 63 м² · 1/5 этаж,Realtor
6-комнатная квартира,105000000 ₸,172 м²,"Нура р-н, Е 882 участок 7 — Горящее предложение!!! Всего 600 000 тг за кв.мНабережная реки Есиль",6,8/18,6-комнатная квартира · 172 м² · 8/18 этаж,Realtor
2-комнатная квартира,55000000 ₸,61 м²,"Ауэзовский р-н, Навои 39 — Новои Жандосова",2,3/15,2-комнатная квартира · 61 м² · 3/15 этаж,Realtor
1-комнатная квартира,29000000 ₸,40.7 м²,"Алатауский р-н, Райымбека — Райымбека Тылендиева",1,2/12,1-комнатная квартира · 40.7 м² · 2/12 этаж,Realtor
2-комнатная квартира,38000000 ₸,70.6 м²,"Алатауский р-н, Касыма Шарипова",2,7/7,2-комнатная квартира · 70.6 м² · 7/7 этаж,Realtor
1-комнатная квартира,19850000 ₸,38.3 м²,"Есильский р-н, Рыскулова 16а",1,6/9,1-комнатная квартира · 38.3 м² · 6/9 этаж,Other
3-комнатная квартира,56000000 ₸,108 м²,Егизбаева 108,3,1/3,3-комнатная квартира · 108 м² · 1/3 этаж,Other
1-комнатная квартира,34000000 ₸,52 м²,"Ауэзовский р-н, мкр Аксай-4 — Саина - Жубанова",1,4/9,1-комнатная квартира · 52 м² · 4/9 этаж,Realtor
2-комнатная квартира,24200000 ₸,46 м²,"Сарыарка р-н, Бейбарыс Султан 12",2,11/14,2-комнатная квартира · 46 м² · 11/14 этаж,Realtor
